idx,key,question,question_type,context,objects,r3_answer,r3_score,best_method,best_answer,best_score,delta,r3_caption_answer,r3_caption_score,answer_first_locked_no_caption_answer,answer_first_locked_no_caption_score,review_empty_context_answer,review_empty_context_score,no_cot_rounds1_answer,no_cot_rounds1_score,r3_no_caption_answer,r3_no_caption_score,keep_revise_answer,keep_revise_score,visible_only_answer,visible_only_score,reviewer_caption_only_answer,reviewer_caption_only_score
445,416991<->LYvkz5jUWHpZYkZ8VhxESf,Why might people sit here?,purpose_reason,a row of umbrellas sitting next to a body of water.,"table,umbrella,water",shade,0.0,answer_first_locked_no_caption,Relax,0.3,0.3,shade,0.0,Relax,0.3,shade,0.0,relax,0.3,relax,0.3,shade,0.0,shade,0.0,to enjoy the water view,0.0
457,292225<->M46zwhVtTDuYcfKTvw5Bsk,What would this fence help to contain?,object_what,two people playing tennis in a fenced in area.,"fence,person,field",ball,0.3,review_empty_context,tennis balls,0.6,0.3,ball,0.3,tennis court,0.3,tennis balls,0.6,tennis balls,0.6,tennis court,0.3,tennis balls,0.6,tennis balls,0.6,tennis balls,0.6
465,496722<->MMgmqJzM4kBYppdQX5f3gL,Which country uses this kind of mail service?,other,a red mail box sitting on the side of a road.,"box,sign,road",uk,0.0,answer_first_locked_no_caption,United Kingdom,0.3,0.3,uk,0.0,United Kingdom,0.3,uk,0.0,United Kingdom,0.3,uk,0.0,uk,0.0,uk,0.0,United Kingdom,0.3
475,263966<->MgwZ9gzpwfp2xz2oGjemMc,What is the round glass object?,object_what,a brown horse standing next to a wooden fence.,"horse,nose,eye",mirror,0.0,answer_first_locked_no_caption,lens,1.0,1.0,mirror,0.0,lens,1.0,mirror,0.0,lens,1.0,mirror,0.0,mirror,0.0,lens,1.0,camera lens,0.6
476,352900<->MiavLRSwBYJp9ooFkFHjv6,This dish is suitable for which group of people?,other,a white plate topped with pasta and broccoli.,"broccoli,pasta,noodle",vegetarian,0.6,answer_first_locked_no_caption,vegetarians,1.0,0.4,vegetarian,0.6,vegetarians,1.0,vegetarians,1.0,vegetarian,0.6,vegetarian,0.6,vegetarian,0.6,vegetarians,1.0,vegetarian,0.6
484,144984<->NFMXerxQWMSQACyqHarJre,How is the device the boy is holding powered?,action_state,a young boy sitting on a couch holding a nintendo wii game controller.,"wire,cord,remote",cord,0.0,answer_first_locked_no_caption,battery,0.8999999999999999,0.8999999999999999,cord,0.0,battery,0.8999999999999999,battery,0.8999999999999999,battery,0.8999999999999999,battery,0.8999999999999999,battery,0.8999999999999999,battery,0.8999999999999999,battery,0.8999999999999999
488,381971<->NQQEM9mH6viipfoP9kMC6v,What are the people on the sidewalk likely to be?,object_what,a horse drawn carriage traveling down a street.,"man,person,jean",passengers,0.0,answer_first_locked_no_caption,tourists,1.0,1.0,passengers,0.0,tourists,1.0,passengers,0.0,tourists,1.0,passengers,0.0,passengers,0.0,passengers,0.0,passersby,0.0
494,23899<->NsLGudV3NNLiYhGjCqbw78,What are the men doing?,action_state,three people are playing a video game together.,"man,woman,controller",playing video game,0.0,r3_no_caption,playing game,0.6,0.6,playing video game,0.0,playing games,0.0,playing video game,0.0,playing video game,0.0,playing game,0.6,playing video game,0.0,playing video game,0.0,playing video game,0.0
496,237118<->NvwixocPuSU8e4uyGqdY9X,This man is likely taking a photo in what type of location?,category_type,a man standing in front of a mirror holding a camera.,"man,camera,head",restroom,0.3,reviewer_caption_only,bathroom,1.0,0.7,restroom,0.3,restroom,0.3,restroom,0.3,restroom,0.3,restroom,0.3,restroom,0.3,restroom,0.3,bathroom,1.0
501,502336<->P6oCrLWLEpt8yyJ6x9AbAd,Which city is this sign in which contains the Heumarkt transit stop?,text_ocr,a woman walking down a street next to a traffic light.,"sign,building,door",berlin,0.0,no_cot_rounds1,canton,0.8999999999999999,0.8999999999999999,berlin,0.0,Berlin,0.0,berlin,0.0,canton,0.8999999999999999,berlin,0.0,berlin,0.0,berlin,0.0,canton,0.8999999999999999
503,229311<->P8dF9URdgyA2NX7Na7Cc2K,What item is found on the counter?,object_what,a kitchen with a sink and a window,"faucet,sink,coffee maker",dish towel,0.0,answer_first_locked_no_caption,towel,0.8999999999999999,0.8999999999999999,dish towel,0.0,towel,0.8999999999999999,towel,0.8999999999999999,sink,0.0,towel,0.8999999999999999,towel,0.8999999999999999,towel,0.8999999999999999,sink,0.0
511,95786<->PPGK4QYUUdYhLhBKKfPCp3,What type of art is this?,category_type,a couple of cups sitting on top of a table.,"vase,cup,design",ceramic,0.0,answer_first_locked_no_caption,pottery,1.0,1.0,ceramic,0.0,pottery,1.0,ceramics,0.0,ceramics,0.0,ceramics,0.0,ceramic,0.0,ceramic,0.0,ceramic,0.0
514,426329<->PSBwpAo47YDwimGuqy75Pm,How many people can likely eat one cake?,count,a table topped with lots of cakes covered in frosting.,"cake,decoration,screen",1,0.0,answer_first_locked_no_caption,one,1.0,1.0,1,0.0,one,1.0,1,0.0,one,1.0,1,0.0,1,0.0,1,0.0,1,0.0
517,455716<->PZuvxsHTeR4DzXQN7DQR59,What is the clear plastic on the front for?,spatial_location,a group of motorcycles parked in the grass.,"windshield,light,headlight",safety,0.0,answer_first_locked_no_caption,windshield,0.8999999999999999,0.8999999999999999,safety,0.0,windshield,0.8999999999999999,safety,0.0,safety,0.0,safety,0.0,safety,0.0,safety,0.0,safety,0.0
533,28993<->QJvRFzyGr6FEDrTqLohf7D,What are the goldish/brown devices called?,object_what,a row of yellow poles sitting in the middle of a sidewalk.,"fire hydrant,pole,cap",fire hydrant,0.0,answer_first_locked_no_caption,fire hydrants,0.6,0.6,fire hydrant,0.0,fire hydrants,0.6,fire hydrant,0.0,fire hydrant,0.0,fire hydrant,0.0,fire hydrant,0.0,fire hydrant,0.0,fire hydrant,0.0
548,261061<->QsW8sBQzRc4Zsxds7WwTJ7,Where is this person playing?,spatial_location,a young girl in a yard with a baseball bat.,"girl,grass,bat",yard,0.0,answer_first_locked_no_caption,backyard,1.0,1.0,yard,0.0,backyard,1.0,yard,0.0,yard,0.0,yard,0.0,yard,0.0,yard,0.0,yard,0.0
553,34873<->RBwzjVcACZNAqMHpPZbv4i,What is the purpose of the slats on the black surface?,purpose_reason,a kitchen with a sink and a counter top,"sink,countertop,cabinet",drain,0.3,answer_first_locked_no_caption,drainage,0.8999999999999999,0.5999999999999999,drain,0.3,drainage,0.8999999999999999,drain,0.3,drain,0.3,drain,0.3,drain,0.3,drain,0.3,drain,0.3
555,33114<->RFLRY32jbKYv8NBsmVtX7x,What is the most likely reason for reflection on the runway?,object_what,a large jetliner taking off from an airport runway.,"light,runway,landing gear",rain,0.0,keep_revise,water,0.8999999999999999,0.8999999999999999,rain,0.0,wet surface,0.0,rain,0.0,wet,0.0,rain,0.0,water,0.8999999999999999,rain,0.0,rain,0.0
563,569825<->RrQ48CMWPTgqsvg2K4P7eR,When actively playing what physical position will this player be in?,action_state,a baseball player standing next to home plate.,"plate,hand,glove",stand,0.0,answer_first_locked_no_caption,crouched,0.6,0.6,stand,0.0,crouched,0.6,stand,0.0,crouch,0.6,stand,0.0,stand,0.0,stand,0.0,standing,0.0
571,144333<->S5T6eMemksb6hVpMnB8hYf,Where is she most likely heading on her bicycle?,spatial_location,a woman riding a bike while looking at her cell phone.,"bicycle,bike,street",work,0.3,r3_no_caption,school,1.0,0.7,work,0.3,home,0.0,work,0.3,work,0.3,school,1.0,work,0.3,work,0.3,work,0.3
584,332318<->SpnBQjkqymWyZ5gEzPTwKu,What type of animal is in the grass?,category_type,a herd of cattle grazing on a lush green hillside.,"cow,grass,trailer",cattle,0.0,answer_first_locked_no_caption,cow,1.0,1.0,cattle,0.0,cow,1.0,cattle,0.0,cattle,0.0,cow,1.0,cattle,0.0,cattle,0.0,cattle,0.0
586,15338<->Su4RjX7NpuDbXwjPMBxq9g,What type of vehicles are coming down the road?,category_type,a yellow bus driving down a street next to a tall building.,"bus,car,van",buses,0.6,no_cot_rounds1,bus,1.0,0.4,buses,0.6,Buses,0.6,buses,0.6,bus,1.0,buses,0.6,bus,1.0,buses,0.6,bus,1.0
588,5600<->Svs8fentMLQ8L3ApAisjeQ,The reddish-brown food in the further bowl is what type of food?,category_type,a couple of bowls of food on a table.,"food,sauce,orange",stew,0.3,no_cot_rounds1,meat,1.0,0.7,stew,0.3,stew,0.3,stew,0.3,meat,1.0,stew,0.3,meat,1.0,dish,0.0,meat,1.0
591,459809<->T4VcxwB778ZJZ8ggDRcct6,What is hiding the bridge?,object_what,a group of people flying kites over the ocean.,"cloud,horizon,land",clouds,0.6,answer_first_locked_no_caption,fog,1.0,0.4,clouds,0.6,fog,1.0,clouds,0.6,clouds,0.6,clouds,0.6,clouds,0.6,clouds,0.6,mist,0.0
596,23230<->TCXSs2iG5qmduZYmRir2cK,What type of water are the geese floating in?,category_type,a group of ducks swimming on top of a lake.,"water,goose,shore",lake,0.6,r3_no_caption,pond,1.0,0.4,lake,0.6,lake,0.6,lake,0.6,lake,0.6,pond,1.0,lake,0.6,lake,0.6,lake,0.6
597,580197<->TP6CLZw55zqvf7ysJUnG2B,What is the most likely explanation for how the people in the back of the room can hear this man?,object_what,a man in a tuxedo standing next to another man in a tuxedo.,"man,mouth,suit",speaking,0.0,r3_no_caption,speakers,0.3,0.3,speaking,0.0,sound transmission,0.0,speaking,0.0,speaking,0.0,speakers,0.3,speaking,0.0,speaking,0.0,uncertain,0.0
598,322959<->TU3Jt6U4vLxsHp26fpMWW8,What type of board is being used?,category_type,a cutting board topped with bread and fruit.,"board,ham,fruit",cutting,0.3,no_cot_rounds1,cutting board,0.8999999999999999,0.5999999999999999,cutting,0.3,wooden,0.0,cutting,0.3,cutting board,0.8999999999999999,wooden,0.0,cutting,0.3,cutting board,0.8999999999999999,cutting board,0.8999999999999999
605,507797<->TnkZofftZctoj8bFNzg2kH,What group of people are on the bus?,object_what,a group of people standing outside of a bus.,"woman,man,purse",seniors,0.6,answer_first_locked_no_caption,elderly,0.8999999999999999,0.29999999999999993,seniors,0.6,elderly,0.8999999999999999,seniors,0.6,elderly,0.8999999999999999,elderly,0.8999999999999999,seniors,0.6,elderly,0.8999999999999999,not enough info,0.0
609,389812<->U5Z3AUf3R9VcDqTFDLGt2c,Where is this man likely from?,spatial_location,a man holding a bunch of bananas in his hands.,"man,face,tree",tropical region,0.0,r3_no_caption,asia,0.6,0.6,tropical region,0.0,Southeast Asia,0.0,tropical region,0.0,tropical region,0.0,asia,0.6,tropical region,0.0,tropical region,0.0,tropical region,0.0
610,98839<->UCbMvJEQ5bXNnFJMtybA48,The screen type is generally used for what?,purpose_reason,a cat sitting on a table watching a television.,"television,screen,logo",tv,0.3,no_cot_rounds1,entertainment,0.6,0.3,tv,0.3,television,0.3,tv,0.3,entertainment,0.6,tv,0.3,tv,0.3,display,0.0,display,0.0
618,522007<->UVVFCjjDrqyaKa34tF54pS,What is the room adjacent to the kitchen?,object_what,a kitchen with a stove and a microwave,"closet,shoe,shelf",hallway,0.0,no_cot_rounds1,closet,1.0,1.0,hallway,0.0,hallway,0.0,hallway,0.0,closet,1.0,hallway,0.0,hallway,0.0,closet,1.0,closet,1.0
619,335954<->UXBfDe6BkYdbApxVPSdmVo,What creamy food frequently would fill up these cups?,object_what,two plastic containers filled with fruit and a knife.,"avocado,strawberry,fruit",smoothie,0.0,review_empty_context,yogurt,1.0,1.0,smoothie,0.0,avocado,0.0,yogurt,1.0,avocado,0.0,salad,0.0,yogurt,1.0,yogurt,1.0,avocado,0.0
620,94944<->UXR5X7hqtMs7BPFyniqscB,What sport do the people have equipment for?,object_what,a man holding a snowboard on top of a snow covered slope.,"snowboard,ski,mountain",skiing,0.0,review_empty_context,snowboarding,1.0,1.0,skiing,0.0,skiing,0.0,snowboarding,1.0,snowboarding,1.0,skiing,0.0,snowboarding,1.0,skiing,0.0,snowboarding,1.0
625,1268<->UdzPZ8vzkJg3Bp2pMQP5f2,What animal is near the water?,spatial_location,a woman taking a picture of a bird on the water.,"swan,man,woman",bird,0.0,answer_first_locked_no_caption,swan,1.0,1.0,bird,0.0,swan,1.0,bird,0.0,bird,0.0,swan,1.0,bird,0.0,bird,0.0,bird,0.0
637,429623<->VF8AXcb7aXEHcTu4ZWtQf6,Where is the pie most likely shown?,spatial_location,a pizza sitting on top of a pan next to a can of soda.,"pizza,table,countertop",pizzeria,0.6,review_empty_context,restaurant,1.0,0.4,pizzeria,0.6,pizzeria,0.6,restaurant,1.0,pizzeria,0.6,restaurant,1.0,pizzeria,0.6,restaurant,1.0,pizzeria,0.6
639,322724<->VJLpcbF24BNNeHBGBKQp8K,Why is the woman wearing goggles?,purpose_reason,a person in a red jacket on skis in the snow.,"goggles,head,helmet",safety,0.0,review_empty_context,protect eyes,1.0,1.0,safety,0.0,protection,0.6,protect eyes,1.0,protection,0.6,skiing,0.0,protection,0.6,safety,0.0,safety,0.0
641,189475<->VKDkZzDN4KTFxGbh2KrgSf,Where did the idea of ketchup originally come from?,spatial_location,a woman and a boy sitting at a table with a plate of food.,"woman,boy,bottle",unknown,0.0,r3_no_caption,china,1.0,1.0,unknown,0.0,unknown,0.0,unknown,0.0,not in image,0.0,china,1.0,unknown,0.0,unknown,0.0,not in image,0.0
642,145020<->VPtWDzT5r9wYAo4xWxHy97,Which Disney mascot is pictured next to the Christmas Tree?,spatial_location,a giant penguin standing next to a christmas tree.,"tree,teddy bear,glove",duck,0.0,answer_first_locked_no_caption,Donald Duck,1.0,1.0,duck,0.0,Donald Duck,1.0,duck,0.0,duck,0.0,duck,0.0,duck,0.0,duck,0.0,donald duck,1.0
651,376322<->VcdLhhv7e9gDP4aHuFPomY,Why is the phone wrapped in a pink enclosure?,purpose_reason,a group of people sitting at a table with food and drinks.,"hand,bread,shirt",for protection,0.0,r3_no_caption,protection,1.0,1.0,for protection,0.0,personal preference,0.0,for protection,0.0,for protection,0.0,protection,1.0,for protection,0.0,for protection,0.0,personal preference,0.0
656,201934<->VgxPdtgxpLKqHGCvaCyHcC,What is the bus parked next to?,spatial_location,a white bus parked on the side of a street.,"fence,sidewalk,car",fence,0.0,answer_first_locked_no_caption,sidewalk,0.8999999999999999,0.8999999999999999,fence,0.0,sidewalk,0.8999999999999999,fence,0.0,fence,0.0,fence,0.0,fence,0.0,sidewalk,0.8999999999999999,sidewalk,0.8999999999999999
657,416534<->VnvcXjkeZTbMsRfQZwQXUF,What activity occurs in this room as result of the objects on the furniture to the left of the partition?,spatial_location,a living room with a chair a table and a tv,"television,shelf,stand",watch tv,0.0,answer_first_locked_no_caption,reading,1.0,1.0,watch tv,0.0,reading,1.0,watch tv,0.0,watch tv,0.0,watch tv,0.0,watch tv,0.0,watch tv,0.0,watch tv,0.0
661,254814<->W3BhSzei6UhVZbxEqQYt5Y,What is the frequent vehicle on this pictured street?,object_what,a large group of people on motor bikes on a street.,"motorcycle,van,car",motorbike,0.0,answer_first_locked_no_caption,scooter,0.3,0.3,motorbike,0.0,scooter,0.3,motorcycle,0.3,motorbike,0.0,motorcycle,0.3,motorcycle,0.3,motorbike,0.0,motorcycle,0.3
665,560880<->W9SuEnjPaJ2SReannrgG2Y,What work is the team of horses doing?,action_state,a black and white photo of a man and two horses.,"man,person,dog",plow,0.0,answer_first_locked_no_caption,plowing,0.8999999999999999,0.8999999999999999,plow,0.0,plowing,0.8999999999999999,plow,0.0,plow,0.0,plow,0.0,plow,0.0,plow,0.0,plow,0.0
666,315450<->W9gwHYkWiZQ9fTUbF6rJUt,This street is located in what country?,spatial_location,a red bus driving down a street next to a blue bus.,"bus,car,road",australia,0.6,answer_first_locked_no_caption,United States,1.0,0.4,australia,0.6,United States,1.0,united states,1.0,united states,1.0,australia,0.6,usa,0.3,united states,1.0,united states,1.0
683,262440<->Wug9d3qD8PXM2ugMWrbNA5,What is coming through the structure at the top of the wall above the tub?,object_what,a bathroom with a white toilet sitting next to a bath tub.,"window,tub,bathtub",light,0.6,r3_no_caption,window,1.0,0.4,light,0.6,light,0.6,light,0.6,light,0.6,window,1.0,light,0.6,light,0.6,light,0.6
686,38829<->XC7LFjtKGWBQRW2FZrXJSn,What kind of beverage is the red sign advertising?,text_ocr,two men riding on a bicycle with a basket on the front of it.,"sign,boy,bicycle",coca-cola,0.0,review_empty_context,coca cola,1.0,1.0,coca-cola,0.0,Coca-Cola,0.0,coca cola,1.0,coca-cola,0.0,coca cola,1.0,coca cola,1.0,coca-cola,0.0,coca-cola,0.0
692,301718<->XMnwGhrkndZXRyKaXNYkAv,What company made the box that is near the far wall?,spatial_location,a man and woman sitting at a table with plates of food.,"box,wall,hand",up,0.0,answer_first_locked_no_caption,usps,1.0,1.0,up,0.0,usps,1.0,up,0.0,unanswerable,0.0,usps,1.0,up,0.0,uncertain,0.0,unanswerable,0.0
699,565563<->XfKzDoDZwVcQqTPF6xzjbs,What is prohibited when driving on the street?,object_what,a sidewalk with a blue mattress on it next to a building.,"sidewalk,car,line",20 zone,0.0,answer_first_locked_no_caption,Speeding,1.0,1.0,20 zone,0.0,Speeding,1.0,20 zone,0.0,20 zone,0.0,speed,0.0,20 zone,0.0,20 zone,0.0,20 zone,0.0
701,115946<->XogitwSQqMuD3ABqp25hgF,What type of parking is available?,category_type,a traffic light hanging over a city street.,"crosswalk,traffic light,road",none,0.0,answer_first_locked_no_caption,street,1.0,1.0,none,0.0,street,1.0,no parking,0.0,none,0.0,none,0.0,no parking,0.0,no parking,0.0,none,0.0
702,453302<->XpWyazzxv9nAYHcqKswwD7,What is the highest item that is located on the refrigerator?,spatial_location,a kitchen with a refrigerator and a microwave,"microwave,bottle,juice",microwave,0.6,answer_first_locked_no_caption,bottle,1.0,0.4,microwave,0.6,bottle,1.0,microwave,0.6,microwave,0.6,bottle,1.0,microwave,0.6,microwave,0.6,microwave,0.6
707,433915<->YRPvUijZr6hbuQgiyVDRqE,What type of picture is on the screen?,category_type,a television screen with a man and a woman on it.,"face,man,screen",tv,0.0,answer_first_locked_no_caption,television,0.6,0.6,tv,0.0,television,0.6,tv,0.0,tv,0.0,tv,0.0,tv,0.0,tv,0.0,tv,0.0
719,341973<->Yw4eyrH9WvXX8SLfnqmPmX,What category does the food fall into that the girls are eating?,action_state,two young women eating doughnuts in a park.,"donut,woman,tree",sweet,0.0,answer_first_locked_no_caption,pastry,0.8999999999999999,0.8999999999999999,sweet,0.0,pastry,0.8999999999999999,sweet,0.0,sweet,0.0,dessert,0.3,sweet,0.0,sweet,0.0,doughnut,0.0
722,282296<->Z5m3QsQ5uikUE6AwWUufzg,The room with the refrigerator in it appears to be a room of what type?,category_type,a small white refrigerator sitting in the middle of a room.,"kitchen,clothes,clothing",living room,0.0,review_empty_context,kitchen,1.0,1.0,living room,0.0,laundry room,0.0,kitchen,1.0,closet,0.8999999999999999,closet,0.8999999999999999,utility room,0.0,closet,0.8999999999999999,kitchen,1.0
723,218091<->Z5xx32ZiWMMosQmfjqKaGC,What kind of room is this?,category_type,a hotel room with a large bed and a desk.,"room,table,lamp",hotel,0.3,no_cot_rounds1,hotel room,1.0,0.7,hotel,0.3,hotel,0.3,hotel,0.3,hotel room,1.0,bedroom,0.3,hotel,0.3,hotel,0.3,hotel room,1.0
725,161925<->ZBZcWNW8gabo3RcNZu7Awj,What are the two people doing?,action_state,a man and a woman standing in front of a pizza oven.,"pizza,woman,girl",pizza,0.0,review_empty_context,making pizza,0.8999999999999999,0.8999999999999999,pizza,0.0,cooking,0.3,making pizza,0.8999999999999999,making pizza,0.8999999999999999,cooking,0.3,making pizza,0.8999999999999999,pizza,0.0,making pizza,0.8999999999999999
733,225670<->ZWw8aaWWifdcZdMU7Pmgcg,The front of the dog is closest to what number on the scale?,count,a dog jumping into the air to catch a frisbee.,"frisbee,head,pool",18,0.0,r3_no_caption,16,0.8999999999999999,0.8999999999999999,18,0.0,17,0.0,17,0.0,17,0.0,16,0.8999999999999999,18,0.0,17,0.0,18,0.0
738,347664<->ZeUzimMiTU6aJb3tFM7ie3,What type of climate is it?,category_type,a herd of cattle walking across a sandy beach.,"sky,cloud,beach",cool,0.0,review_empty_context,coastal,0.3,0.3,cool,0.0,temperate,0.0,coastal,0.3,coastal,0.3,cool,0.0,cool,0.0,cool,0.0,cool,0.0
741,372349<->ZjapTLh575MHGLJLdT5wkE,What is the man with no shirt doing?,action_state,a man and a woman are sitting in the water.,"man,water,face",washing,0.0,r3_no_caption,brushing teeth,1.0,1.0,washing,0.0,washing,0.0,sitting,0.0,washing,0.0,brushing teeth,1.0,washing,0.0,washing,0.0,washing,0.0
744,128476<->Zpnu9g7eUGf6yYwwFN2Hk5,What type of food is for sale here?,category_type,a table topped with lots of cakes covered in frosting.,"cake,food,man",cake,0.6,no_cot_rounds1,cakes,1.0,0.4,cake,0.6,cake,0.6,cake,0.6,cakes,1.0,cake,0.6,cake,0.6,cake,0.6,cakes,1.0
752,117908<->aDVS7CNLi2et7Uf7kEEZeQ,Why is the cat looking inside the fridge?,purpose_reason,a person looking inside of a refrigerator with a cat.,"cat,refrigerator,jar",curious,0.6,no_cot_rounds1,hungry,0.8999999999999999,0.29999999999999993,curious,0.6,Curious,0.6,curious,0.6,hungry,0.8999999999999999,hungry,0.8999999999999999,curious,0.6,hungry,0.8999999999999999,curious,0.6
759,25096<->aXA73vtTRAUJ79PHaVuhF8,What is the skateboard being cut into most likely constructed from?,object_what,a boy is cutting into a chocolate train cake.,"cake,chocolate,boy",chocolate,0.0,r3_no_caption,cake,1.0,1.0,chocolate,0.0,chocolate,0.0,chocolate,0.0,chocolate,0.0,cake,1.0,chocolate,0.0,chocolate,0.0,chocolate,0.0
765,433374<->admjQXJJsLpbcEdRVyvVsf,What has caused the elephants to turn brown?,object_what,a group of elephants playing in the dirt near water.,"elephant,dirt,ground",dirt,0.8999999999999999,answer_first_locked_no_caption,mud,1.0,0.10000000000000009,dirt,0.8999999999999999,mud,1.0,dirt,0.8999999999999999,dirt,0.8999999999999999,mud,1.0,dirt,0.8999999999999999,dirt,0.8999999999999999,dirt,0.8999999999999999
766,66817<->akDNCt5XCGvjw33C3ong5d,What meal is this?,object_what,a plate of food and a drink on a table.,"rice,plate,food",lunch,0.0,answer_first_locked_no_caption,dinner,1.0,1.0,lunch,0.0,dinner,1.0,lunch,0.0,lunch,0.0,lunch,0.0,lunch,0.0,lunch,0.0,lunch,0.0
771,84031<->awiLcr766TJkZENT7kBLBR,What will the ump yell if the player makes contact with the ball?,object_what,a baseball player swinging a bat at a ball,"umpire,catcher,player",ball,0.0,answer_first_locked_no_caption,strike,0.3,0.3,ball,0.0,strike,0.3,ball,0.0,ball,0.0,ball,0.0,ball,0.0,ball,0.0,ball,0.0
772,122217<->axQQHVN8GNWTHu4B4fzqaF,In which position are the people?,other,two people riding skate boards on a city street,"boy,man,skateboard",crouching,0.3,reviewer_caption_only,squatting,0.6,0.3,crouching,0.3,crouching,0.3,bending,0.3,crouching,0.3,crouching,0.3,crouching,0.3,bending,0.3,squatting,0.6
777,221872<->b6tZAg7f28UHbins7nWcpo,In what way were the carrots cooked?,other,"a tray of food with carrots, rice, and meat.","carrot,vegetable,food",roasted,0.6,keep_revise,grilled,1.0,0.4,roasted,0.6,Roasted,0.6,roasted,0.6,roasted,0.6,roasted,0.6,grilled,1.0,grilled,1.0,roasted,0.6
778,279145<->bAZ4e6x3iLpkJMi8joS9mw,The animal has what kind of a tail?,category_type,a blue bench sitting in the middle of a garden.,"cat,tail,hose",white,0.0,answer_first_locked_no_caption,fluffy,1.0,1.0,white,0.0,fluffy,1.0,white,0.0,white,0.0,white,0.0,white,0.0,white,0.0,uncertain,0.0
789,542856<->bcXERNeXxn8CmkodKezv7X,What is on the side of the bus?,object_what,a city bus with posters on the side of it.,"woman,window,door",posters,0.0,answer_first_locked_no_caption,advertisement,1.0,1.0,posters,0.0,advertisement,1.0,posters,0.0,posters,0.0,ad,0.0,posters,0.0,posters,0.0,posters,0.0
790,424551<->bezNeT66zH5bmV9XRsGhcf,What is the man in the blue jacket trying to climb?,object_what,a man riding skis down a snow covered slope.,"ski,snow,mountain",ski slope,0.0,answer_first_locked_no_caption,mountain,1.0,1.0,ski slope,0.0,mountain,1.0,mountain,1.0,mountain,1.0,mountain,1.0,slope,0.0,mountain,1.0,mountain,1.0
795,172083<->bkDub4yWQqeZVboUxpBCAd,What room is pictured here for a rest?,object_what,a close up of a metal object with a mirror in the background.,"sink,faucet,sign",bathroom,0.8999999999999999,reviewer_caption_only,restroom,1.0,0.10000000000000009,bathroom,0.8999999999999999,bathroom,0.8999999999999999,bathroom,0.8999999999999999,bathroom,0.8999999999999999,bathroom,0.8999999999999999,bathroom,0.8999999999999999,bathroom,0.8999999999999999,restroom,1.0
799,296317<->bsEAp6tE9zHfcQ2ZASJYbZ,What is the closest animal's neck most directly useful for?,object_what,a group of giraffes and other animals in a field.,"giraffe,neck,grass",eat,0.3,answer_first_locked_no_caption,eating,0.6,0.3,eat,0.3,eating,0.6,eat,0.3,eating,0.6,eat,0.3,eat,0.3,eat,0.3,eat,0.3
803,376310<->cFQCDdKxosyJPfNAGYAd3o,What are the two silver objects on the left wall used for?,purpose_reason,a bathroom with three sinks and a large mirror.,"dispenser,faucet,sink",dry hands,0.0,answer_first_locked_no_caption,hand dryer,0.6,0.6,dry hands,0.0,hand dryer,0.6,hand dryers,0.0,dry hands,0.0,hand dryers,0.0,hand dryers,0.0,hand dryers,0.0,hand dryers,0.0
806,63602<->cJWo8W7BsstCU73xdVW3zF,What is the device on the right filled with paper used for?,purpose_reason,a laptop computer sitting on top of a desk.,"printer,paper,container",print,0.0,answer_first_locked_no_caption,printing,1.0,1.0,print,0.0,printing,1.0,print,0.0,print,0.0,print,0.0,print,0.0,print,0.0,print,0.0
810,536947<->ccZR5KJLUyDM8CqyvVVWbj,What shape are the support beams that hold up the building?,object_what,a white refrigerator in a garage next to a window.,"pole,post,sidewalk",rectangular,0.0,review_empty_context,rectangle,0.3,0.3,rectangular,0.0,rectangular,0.0,rectangle,0.3,rectangular,0.0,rectangular,0.0,rectangular,0.0,rectangular,0.0,rectangular,0.0
830,233771<->dbC66LJz8ReZjXJJEt7xvW,What flag is on the umbrella?,object_what,a group of people with umbrellas on a street.,"umbrella,woman,person",british,0.3,answer_first_locked_no_caption,Union Jack,0.6,0.3,british,0.3,Union Jack,0.6,union jack,0.6,british flag,0.0,british,0.3,union jack,0.6,british,0.3,union jack,0.6
832,346232<->dgiMniYGqfUmHnVDLJdayu,What style of hat is the man on the left wearing?,spatial_location,a group of people walking down a dirt road.,"cap,man,person",cap,0.0,answer_first_locked_no_caption,baseball cap,1.0,1.0,cap,0.0,baseball cap,1.0,baseball cap,1.0,baseball cap,1.0,baseball cap,1.0,baseball cap,1.0,baseball cap,1.0,cap,0.0
834,119995<->dohJioF4j23dw6b8AgCxqx,What type of stroke is being used?,category_type,a man holding a tennis racquet on a tennis court.,"racket,hand,arm",overhand,0.0,answer_first_locked_no_caption,forehand,0.3,0.3,overhand,0.0,forehand,0.3,overhand,0.0,overhand,0.0,overhand,0.0,overhand,0.0,overhand,0.0,overhand,0.0
843,105455<->e7kbVPy7P3pEp7pBNJNZTU,What religion is represented at the top of the clock tower?,object_what,a clock tower in a town square with buildings in the background.,"clock,clock tower,roof",none,0.0,r3_no_caption,christianity,0.6,0.6,none,0.0,none,0.0,none,0.0,none,0.0,christianity,0.6,none,0.0,none,0.0,none,0.0
844,273132<->e7mX2aASmkZwAXRiHbK6QZ,What is the age of this woman?,object_what,a woman sitting on a bench talking on a cell phone.,"woman,face,head",elderly,0.3,reviewer_caption_only,old,0.8999999999999999,0.5999999999999999,elderly,0.3,elderly,0.3,elderly,0.3,elderly,0.3,elderly,0.3,elderly,0.3,elderly,0.3,old,0.8999999999999999
