idx,key,question,question_type,context,objects,r3_answer,r3_score,best_method,best_answer,best_score,delta,r3_caption_answer,r3_caption_score,answer_first_locked_no_caption_answer,answer_first_locked_no_caption_score,review_empty_context_answer,review_empty_context_score,no_cot_rounds1_answer,no_cot_rounds1_score,r3_no_caption_answer,r3_no_caption_score,keep_revise_answer,keep_revise_score,visible_only_answer,visible_only_score,reviewer_caption_only_answer,reviewer_caption_only_score
699,565563<->XfKzDoDZwVcQqTPF6xzjbs,What is prohibited when driving on the street?,object_what,a sidewalk with a blue mattress on it next to a building.,"sidewalk,car,line",20 zone,0.0,answer_first_locked_no_caption,Speeding,1.0,1.0,20 zone,0.0,Speeding,1.0,20 zone,0.0,20 zone,0.0,speed,0.0,20 zone,0.0,20 zone,0.0,20 zone,0.0
701,115946<->XogitwSQqMuD3ABqp25hgF,What type of parking is available?,category_type,a traffic light hanging over a city street.,"crosswalk,traffic light,road",none,0.0,answer_first_locked_no_caption,street,1.0,1.0,none,0.0,street,1.0,no parking,0.0,none,0.0,none,0.0,no parking,0.0,no parking,0.0,none,0.0
707,433915<->YRPvUijZr6hbuQgiyVDRqE,What type of picture is on the screen?,category_type,a television screen with a man and a woman on it.,"face,man,screen",tv,0.0,answer_first_locked_no_caption,television,0.6,0.6,tv,0.0,television,0.6,tv,0.0,tv,0.0,tv,0.0,tv,0.0,tv,0.0,tv,0.0
719,341973<->Yw4eyrH9WvXX8SLfnqmPmX,What category does the food fall into that the girls are eating?,action_state,two young women eating doughnuts in a park.,"donut,woman,tree",sweet,0.0,answer_first_locked_no_caption,pastry,0.8999999999999999,0.8999999999999999,sweet,0.0,pastry,0.8999999999999999,sweet,0.0,sweet,0.0,dessert,0.3,sweet,0.0,sweet,0.0,doughnut,0.0
722,282296<->Z5m3QsQ5uikUE6AwWUufzg,The room with the refrigerator in it appears to be a room of what type?,category_type,a small white refrigerator sitting in the middle of a room.,"kitchen,clothes,clothing",living room,0.0,review_empty_context,kitchen,1.0,1.0,living room,0.0,laundry room,0.0,kitchen,1.0,closet,0.8999999999999999,closet,0.8999999999999999,utility room,0.0,closet,0.8999999999999999,kitchen,1.0
725,161925<->ZBZcWNW8gabo3RcNZu7Awj,What are the two people doing?,action_state,a man and a woman standing in front of a pizza oven.,"pizza,woman,girl",pizza,0.0,review_empty_context,making pizza,0.8999999999999999,0.8999999999999999,pizza,0.0,cooking,0.3,making pizza,0.8999999999999999,making pizza,0.8999999999999999,cooking,0.3,making pizza,0.8999999999999999,pizza,0.0,making pizza,0.8999999999999999
733,225670<->ZWw8aaWWifdcZdMU7Pmgcg,The front of the dog is closest to what number on the scale?,count,a dog jumping into the air to catch a frisbee.,"frisbee,head,pool",18,0.0,r3_no_caption,16,0.8999999999999999,0.8999999999999999,18,0.0,17,0.0,17,0.0,17,0.0,16,0.8999999999999999,18,0.0,17,0.0,18,0.0
738,347664<->ZeUzimMiTU6aJb3tFM7ie3,What type of climate is it?,category_type,a herd of cattle walking across a sandy beach.,"sky,cloud,beach",cool,0.0,review_empty_context,coastal,0.3,0.3,cool,0.0,temperate,0.0,coastal,0.3,coastal,0.3,cool,0.0,cool,0.0,cool,0.0,cool,0.0
741,372349<->ZjapTLh575MHGLJLdT5wkE,What is the man with no shirt doing?,action_state,a man and a woman are sitting in the water.,"man,water,face",washing,0.0,r3_no_caption,brushing teeth,1.0,1.0,washing,0.0,washing,0.0,sitting,0.0,washing,0.0,brushing teeth,1.0,washing,0.0,washing,0.0,washing,0.0
759,25096<->aXA73vtTRAUJ79PHaVuhF8,What is the skateboard being cut into most likely constructed from?,object_what,a boy is cutting into a chocolate train cake.,"cake,chocolate,boy",chocolate,0.0,r3_no_caption,cake,1.0,1.0,chocolate,0.0,chocolate,0.0,chocolate,0.0,chocolate,0.0,cake,1.0,chocolate,0.0,chocolate,0.0,chocolate,0.0
766,66817<->akDNCt5XCGvjw33C3ong5d,What meal is this?,object_what,a plate of food and a drink on a table.,"rice,plate,food",lunch,0.0,answer_first_locked_no_caption,dinner,1.0,1.0,lunch,0.0,dinner,1.0,lunch,0.0,lunch,0.0,lunch,0.0,lunch,0.0,lunch,0.0,lunch,0.0
771,84031<->awiLcr766TJkZENT7kBLBR,What will the ump yell if the player makes contact with the ball?,object_what,a baseball player swinging a bat at a ball,"umpire,catcher,player",ball,0.0,answer_first_locked_no_caption,strike,0.3,0.3,ball,0.0,strike,0.3,ball,0.0,ball,0.0,ball,0.0,ball,0.0,ball,0.0,ball,0.0
778,279145<->bAZ4e6x3iLpkJMi8joS9mw,The animal has what kind of a tail?,category_type,a blue bench sitting in the middle of a garden.,"cat,tail,hose",white,0.0,answer_first_locked_no_caption,fluffy,1.0,1.0,white,0.0,fluffy,1.0,white,0.0,white,0.0,white,0.0,white,0.0,white,0.0,uncertain,0.0
789,542856<->bcXERNeXxn8CmkodKezv7X,What is on the side of the bus?,object_what,a city bus with posters on the side of it.,"woman,window,door",posters,0.0,answer_first_locked_no_caption,advertisement,1.0,1.0,posters,0.0,advertisement,1.0,posters,0.0,posters,0.0,ad,0.0,posters,0.0,posters,0.0,posters,0.0
790,424551<->bezNeT66zH5bmV9XRsGhcf,What is the man in the blue jacket trying to climb?,object_what,a man riding skis down a snow covered slope.,"ski,snow,mountain",ski slope,0.0,answer_first_locked_no_caption,mountain,1.0,1.0,ski slope,0.0,mountain,1.0,mountain,1.0,mountain,1.0,mountain,1.0,slope,0.0,mountain,1.0,mountain,1.0
803,376310<->cFQCDdKxosyJPfNAGYAd3o,What are the two silver objects on the left wall used for?,purpose_reason,a bathroom with three sinks and a large mirror.,"dispenser,faucet,sink",dry hands,0.0,answer_first_locked_no_caption,hand dryer,0.6,0.6,dry hands,0.0,hand dryer,0.6,hand dryers,0.0,dry hands,0.0,hand dryers,0.0,hand dryers,0.0,hand dryers,0.0,hand dryers,0.0
806,63602<->cJWo8W7BsstCU73xdVW3zF,What is the device on the right filled with paper used for?,purpose_reason,a laptop computer sitting on top of a desk.,"printer,paper,container",print,0.0,answer_first_locked_no_caption,printing,1.0,1.0,print,0.0,printing,1.0,print,0.0,print,0.0,print,0.0,print,0.0,print,0.0,print,0.0
810,536947<->ccZR5KJLUyDM8CqyvVVWbj,What shape are the support beams that hold up the building?,object_what,a white refrigerator in a garage next to a window.,"pole,post,sidewalk",rectangular,0.0,review_empty_context,rectangle,0.3,0.3,rectangular,0.0,rectangular,0.0,rectangle,0.3,rectangular,0.0,rectangular,0.0,rectangular,0.0,rectangular,0.0,rectangular,0.0
832,346232<->dgiMniYGqfUmHnVDLJdayu,What style of hat is the man on the left wearing?,spatial_location,a group of people walking down a dirt road.,"cap,man,person",cap,0.0,answer_first_locked_no_caption,baseball cap,1.0,1.0,cap,0.0,baseball cap,1.0,baseball cap,1.0,baseball cap,1.0,baseball cap,1.0,baseball cap,1.0,baseball cap,1.0,cap,0.0
834,119995<->dohJioF4j23dw6b8AgCxqx,What type of stroke is being used?,category_type,a man holding a tennis racquet on a tennis court.,"racket,hand,arm",overhand,0.0,answer_first_locked_no_caption,forehand,0.3,0.3,overhand,0.0,forehand,0.3,overhand,0.0,overhand,0.0,overhand,0.0,overhand,0.0,overhand,0.0,overhand,0.0
843,105455<->e7kbVPy7P3pEp7pBNJNZTU,What religion is represented at the top of the clock tower?,object_what,a clock tower in a town square with buildings in the background.,"clock,clock tower,roof",none,0.0,r3_no_caption,christianity,0.6,0.6,none,0.0,none,0.0,none,0.0,none,0.0,christianity,0.6,none,0.0,none,0.0,none,0.0
861,250282<->eiLeNz2CFKYS7AFZDXrKEM,The children pictured are likely photographed as part of what same group?,other,a black and white photo of a group of children.,"boy,glasses,building",classroom,0.0,review_empty_context,class,0.6,0.6,classroom,0.0,classmates,0.0,class,0.6,class,0.6,class,0.6,class,0.6,class,0.6,class,0.6
866,426203<->es4dTSrFkgs2LEtLByV5Fk,What trick is the skateboarder performing?,object_what,a man on a skateboard doing a trick on a rail.,"man,skateboard,person",grind,0.0,review_empty_context,rail grind,0.6,0.6,grind,0.0,grind,0.0,rail grind,0.6,grind,0.0,grind,0.0,grind,0.0,grind,0.0,rail grind,0.6
876,425925<->fBq7g59duqhmbqAtjWY5xf,What brand is a competitor of the brand on the billboard?,object_what,a tall clock tower with a clock on each of it's sides.,"billboard,advertisement,van",uncertain,0.0,answer_first_locked_no_caption,Coca-Cola,0.6,0.6,uncertain,0.0,Coca-Cola,0.6,pepsi,0.3,pepsi,0.3,coca cola,0.6,pepsi,0.3,pepsi,0.3,pepsi,0.3
903,537153<->gR5qY6Tpgq26YAbGrZAwwJ,Where might this bench be located?,spatial_location,a couple of people sitting on a bench next to the ocean.,"bench,grass,ocean",cliffside,0.0,no_cot_rounds1,beach,0.6,0.6,cliffside,0.0,seaside,0.0,cliffside,0.0,beach,0.6,cliff,0.0,beach,0.6,beach,0.6,ocean side,0.3
912,208423<->gfHjDx5E9L9QMsbgnxSFdm,What is the make of the silver hatchback?,object_what,a group of kites flying over a parking lot.,"car,bridge,mountain",subaru,0.0,r3_no_caption,honda,0.6,0.6,subaru,0.0,unknown,0.0,subaru,0.0,unknown,0.0,honda,0.6,subaru,0.0,hatchback,0.0,subaru,0.0
914,344888<->guwEPSB4oc6X2txXJJsomW,The appearance of the long grass in the foreground indicates what ambient effect?,other,a group of horses standing on top of a grass covered field.,"grass,field,tree",sunlight,0.0,reviewer_caption_only,wind,0.6,0.6,sunlight,0.0,lush,0.3,warm,0.0,sunlight,0.0,sunlight,0.0,warm,0.0,sunlight,0.0,wind,0.6
935,261888<->hgamoABdWM75WAPWU2rCdT,Who is in the most danger from cars?,other,a man riding a bike down a road next to two cows.,"man,cow,bicycle",cows,0.0,answer_first_locked_no_caption,horses,1.0,1.0,cows,0.0,horses,1.0,cows,0.0,cows,0.0,horses,1.0,cows,0.0,cows,0.0,cows,0.0
942,576955<->hxRkeGBLz5CdxgnXSgiiH7,What are the horses feet called?,object_what,a woman riding a horse through a puddle of water.,"hoof,leg,vest",hoof,0.0,answer_first_locked_no_caption,hooves,1.0,1.0,hoof,0.0,hooves,1.0,hoof,0.0,hoof,0.0,hoof,0.0,hoof,0.0,hoof,0.0,hoof,0.0
959,185802<->isR9iC8cxoXvYQYBacRuzc,How ripe is the banana?,other,a banana sitting on top of a wooden chair next to a window.,"banana,sunglasses,tree",ripe,0.0,no_cot_rounds1,very ripe,0.3,0.3,ripe,0.0,ripe,0.0,ripe,0.0,very ripe,0.3,very ripe,0.3,ripe,0.0,ripe,0.0,ripe,0.0
976,42178<->jRxbsCVJxNtUMvsEBfpTaE,What kind of train is in the photo?,category_type,a couple of trains that are on some train tracks,"train,tank,pole",passenger,0.0,answer_first_locked_no_caption,freight,0.6,0.6,passenger,0.0,freight,0.6,passenger,0.0,passenger,0.0,freight,0.6,passenger,0.0,passenger,0.0,passenger,0.0
993,127530<->kHb4MjmU3bZTRY5qJSrZe7,What type of shot is the man hitting?,category_type,a man hitting a tennis ball with a racquet.,"ball,tennis racket,wrist",overhand,0.0,answer_first_locked_no_caption,forehand,1.0,1.0,overhand,0.0,forehand,1.0,overhand,0.0,overhand shot,0.0,forehand,1.0,overhand,0.0,overhand,0.0,forehand,1.0
1003,439715<->kqxqUW6zqryU2Cu2oz46fH,What is holding the man's feet?,action_state,a man in a red uniform riding a brown horse.,"saddle,horse,leg",horse,0.0,answer_first_locked_no_caption,stirrup,0.6,0.6,horse,0.0,stirrup,0.6,horse,0.0,horse,0.0,horse,0.0,boot,0.0,horse,0.0,horse,0.0
1007,18380<->m2mA48VKETDDYeJKgD5qSx,What kind of gathering does this look like?,category_type,a group of people sitting around a table with food.,"woman,boy,girl",family dinner,0.0,reviewer_caption_only,dinner,0.3,0.3,family dinner,0.0,family dinner,0.0,family dinner,0.0,family dinner,0.0,family dinner,0.0,family dinner,0.0,family dinner,0.0,dinner,0.3
1008,109916<->m4BSqisXuHjv98qLTDT2NE,What has this stove been used for?,purpose_reason,two pans of food sitting on top of a stove.,"pan,pot,food",cook,0.0,answer_first_locked_no_caption,baking,1.0,1.0,cook,0.0,baking,1.0,cook,0.0,cook,0.0,cook,0.0,cook,0.0,cook,0.0,cook,0.0
1030,290248<->minwD4A8mxqhLxMHjfniKy,What food is associated with the name on the sign to the far left?,text_ocr,a crowd of people walking down a street next to tall buildings.,"sign,logo,person",dunkin' donuts,0.0,answer_first_locked_no_caption,donut,0.6,0.6,dunkin' donuts,0.0,donut,0.6,dunkin' donuts,0.0,dunkin donuts,0.0,dunkin' donuts,0.0,dunkin' donuts,0.0,dunkin' donuts,0.0,dunkin donuts,0.0
1032,279774<->mo9chSC5Km6Nu3Dg3mwrX6,What famous sports star wore this number jersey?,count,a young boy swinging a baseball bat at a ball.,"shirt,number,batter",uncertain,0.0,no_cot_rounds1,derek jeter,0.3,0.3,uncertain,0.0,none,0.0,uncertain,0.0,derek jeter,0.3,uncertain,0.0,david rogers,0.0,derek jeter,0.3,david rogers,0.0
1037,520009<->n2aTnUjkSkZPZEWK8S6T9Q,If the bus shown wants to to the way they have come what may they do?,other,a city street with a bus and a clock tower in the background.,"bus,sign,pole",uncertain,0.0,keep_revise,stop,0.3,0.3,uncertain,0.0,turn left,0.0,turn left,0.0,turn left,0.0,turn left,0.0,stop,0.3,uncertain,0.0,turn left,0.0
1052,281693<->nidoPGHJpvjJLkJWzxWUng,What kind of plane is this?,category_type,a large jetliner sitting on top of an airport tarmac.,"airplane,logo,name",jetliner,0.0,answer_first_locked_no_caption,commercial,0.6,0.6,jetliner,0.0,commercial,0.6,jetliner,0.0,jetliner,0.0,boeing,0.0,jetliner,0.0,jetliner,0.0,jetliner,0.0
1056,535156<->nmLBpYK7TqpwcCnkYbL2Tr,What is the elephant doing near the post?,spatial_location,a large elephant standing next to a pole.,"elephant,head,trunk",standing,0.0,answer_first_locked_no_caption,leaning,0.3,0.3,standing,0.0,leaning,0.3,standing,0.0,standing,0.0,leaning,0.3,standing,0.0,standing,0.0,standing,0.0
1058,326970<->nqDVieEVdjDt3CELi7g5Zh,How are the people communicating?,other,a group of people sitting next to each other.,"man,woman,cellphone",cell phone,0.0,answer_first_locked_no_caption,phones,0.6,0.6,cell phone,0.0,phones,0.6,cell phone,0.0,cell phone,0.0,cell phone,0.0,cell phone,0.0,phone,0.6,cell phone,0.0
1079,108026<->NRg96YBDgRbc5zFqdhKCC4,What is the object in the person's hand used for?,purpose_reason,a person is typing on a computer keyboard.,"mouse,keyboard,key",navigate,0.0,answer_first_locked_no_caption,gaming,0.6,0.6,navigate,0.0,gaming,0.6,type,0.0,type,0.0,game,0.0,navigate,0.0,type,0.0,game,0.0
1086,348881<->Y4KDhiu2MeKojYumTWRevx,What is the object connecting the plane to the tunnel?,object_what,a large white airplane parked at an airport.,"ramp,stair,line",bridge,0.0,answer_first_locked_no_caption,jet bridge,0.8999999999999999,0.8999999999999999,bridge,0.0,jet bridge,0.8999999999999999,bridge,0.0,bridge,0.0,bridge,0.0,bridge,0.0,bridge,0.0,bridge,0.0
1091,554291<->c6Lei76FbsSgEKViCU2Kc5,What is the cat doing?,action_state,a cat is sitting on a table with a blue hat on it.,"cat,leg,floor",moving,0.0,answer_first_locked_no_caption,running,0.3,0.3,moving,0.0,running,0.3,moving,0.0,sitting,0.0,running,0.3,running,0.3,moving,0.0,moving,0.0
1096,166277<->mK6UjDvYm6Wzn75aaaSEdF,What is the possible hazard faced by the animal?,object_what,a cat standing on a table drinking out of a glass.,"cat,glass,water",spill,0.0,r3_no_caption,glass,0.3,0.3,spill,0.0,choking,0.0,spill,0.0,spill,0.0,glass,0.3,slippery,0.0,spill,0.0,spill,0.0
1106,70739<->8a5uCKsjUC9vtK2i7Amh28,What is the name of the lip piercing that the girl in the foreground has?,object_what,a couple of women standing next to each other holding wine glasses.,"mouth,face,eyebrow",lip,0.0,no_cot_rounds1,lip ring,0.3,0.3,lip,0.0,stud,0.0,lip,0.0,lip ring,0.3,labret,0.0,labret,0.0,lip ring,0.3,lip,0.0
1136,481390<->bDqH62XFybrPPhHAUCbPHb,Which team is in white/orange?,other,a group of men playing a game of basketball.,"player,sock,shirt",orange team,0.0,answer_first_locked_no_caption,Knicks,0.6,0.6,orange team,0.0,Knicks,0.6,orange team,0.0,houston rockets,0.0,new york knicks,0.0,orange team,0.0,orange team,0.0,orange team,0.0
1139,578545<->iEWtnFwjAXAqCFXiopTTZs,Why is the lady laying propped up?,purpose_reason,a woman laying in bed reading a book.,"pillow,headboard,wrist",comfort,0.0,reviewer_caption_only,reading,0.3,0.3,comfort,0.0,resting,0.0,comfort,0.0,comfort,0.0,resting,0.0,comfort,0.0,comfort,0.0,reading,0.3
1140,127092<->iGmzkJ63JuV4MwnQo2B6Jb,What must be activated so the parked cars stay in place?,object_what,a sign on a pole on a city street.,"car,fire hydrant,pole",brake,0.0,answer_first_locked_no_caption,brakes,0.3,0.3,brake,0.0,brakes,0.3,brake,0.0,brake,0.0,brake,0.0,brake,0.0,brake,0.0,brake,0.0
